"approx","pvalue","zscore"
825,8.25e-07,4.79215420637313
826,8.26e-07,4.79191122811132
827,8.27e-07,4.79166853242748
828,8.28e-07,4.79142611865084
829,8.29e-07,4.79118398611304
830,8.3e-07,4.79094213414812
831,8.31e-07,4.79070056209248
832,8.32e-07,4.79045926928488
833,8.33e-07,4.79021825506647
834,8.34e-07,4.78997751878072
835,8.35e-07,4.78973705977342
836,8.36e-07,4.78949687739272
837,8.37e-07,4.78925697098904
838,8.38e-07,4.78901733991513
839,8.39e-07,4.78877798352602
840,8.4e-07,4.78853890117901
841,8.41e-07,4.78830009223368
842,8.42e-07,4.78806155605185
843,8.43e-07,4.78782329199762
844,8.44e-07,4.78758529943728
845,8.45e-07,4.78734757773938
846,8.46e-07,4.78711012627466
847,8.47e-07,4.7868729444161
848,8.48e-07,4.78663603153884
849,8.49e-07,4.78639938702021
850,8.5e-07,4.78616301023973
851,8.51e-07,4.78592690057907
852,8.52e-07,4.78569105742205
853,8.53e-07,4.78545548015464
854,8.54e-07,4.78522016816494
855,8.55e-07,4.78498512084319
856,8.56e-07,4.78475033758172
857,8.57e-07,4.78451581777497
858,8.58e-07,4.78428156081948
859,8.59e-07,4.78404756611389
860,8.6e-07,4.78381383305887
861,8.61e-07,4.7835803610572
862,8.62e-07,4.7833471495137
863,8.63e-07,4.78311419783522
864,8.64e-07,4.78288150543068
865,8.65e-07,4.78264907171099
866,8.66e-07,4.78241689608912
867,8.67e-07,4.78218497798
868,8.68e-07,4.78195331680061
869,8.69e-07,4.78172191196989
870,8.7e-07,4.78149076290877
871,8.71e-07,4.78125986904014
872,8.72e-07,4.78102922978888
873,8.73e-07,4.7807988445818
874,8.74e-07,4.78056871284768
875,8.75e-07,4.78033883401721
876,8.76e-07,4.78010920752302
877,8.77e-07,4.77987983279967
878,8.78e-07,4.77965070928361
879,8.79e-07,4.77942183641322
880,8.8e-07,4.77919321362874
881,8.81e-07,4.77896484037233
882,8.82e-07,4.77873671608799
883,8.83e-07,4.77850884022163
884,8.84e-07,4.77828121222098
885,8.85e-07,4.77805383153564
886,8.86e-07,4.77782669761706
887,8.87e-07,4.77759980991851
888,8.88e-07,4.77737316789509
889,8.89e-07,4.77714677100374
890,8.9e-07,4.77692061870317
891,8.91e-07,4.77669471045394
892,8.92e-07,4.77646904571836
893,8.93e-07,4.77624362396055
894,8.94e-07,4.7760184446464
895,8.95e-07,4.77579350724359
896,8.96e-07,4.77556881122154
897,8.97e-07,4.77534435605142
898,8.98e-07,4.77512014120618
899,8.99e-07,4.77489616616048
900,9e-07,4.77467243039072
901,9.01e-07,4.77444893337503
902,9.02e-07,4.77422567459325
903,9.03e-07,4.77400265352693
904,9.04e-07,4.77377986965933
905,9.05e-07,4.77355732247538
906,9.06e-07,4.77333501146173
907,9.07e-07,4.77311293610668
908,9.08e-07,4.77289109590023
909,9.09e-07,4.77266949033402
910,9.1e-07,4.77244811890136
911,9.11e-07,4.7722269810972
912,9.12e-07,4.77200607641814
913,9.13e-07,4.77178540436243
914,9.14e-07,4.77156496442993
915,9.15e-07,4.77134475612211
916,9.16e-07,4.77112477894209
917,9.17e-07,4.77090503239457
918,9.18e-07,4.77068551598586
919,9.19e-07,4.77046622922387
920,9.2e-07,4.77024717161809
921,9.21e-07,4.77002834267958
922,9.22e-07,4.76980974192099
923,9.23e-07,4.76959136885653
924,9.24e-07,4.76937322300196
925,9.25e-07,4.76915530387462
926,9.26e-07,4.76893761099338
927,9.27e-07,4.76872014387863
928,9.28e-07,4.76850290205234
929,9.29e-07,4.76828588503795
930,9.3e-07,4.76806909236048
931,9.31e-07,4.76785252354641
932,9.32e-07,4.76763617812376
933,9.33e-07,4.76742005562203
934,9.34e-07,4.76720415557225
935,9.35e-07,4.7669884775069
936,9.36e-07,4.76677302095995
937,9.37e-07,4.76655778546686
938,9.38e-07,4.76634277056455
939,9.39e-07,4.76612797579141
940,9.4e-07,4.76591340068727
941,9.41e-07,4.76569904479343
942,9.42e-07,4.76548490765262
943,9.43e-07,4.76527098880903
944,9.44e-07,4.76505728780825
945,9.45e-07,4.76484380419731
946,9.46e-07,4.76463053752469
947,9.47e-07,4.76441748734024
948,9.48e-07,4.76420465319524
949,9.49e-07,4.76399203464238
950,9.5e-07,4.76377963123573
951,9.51e-07,4.76356744253076
952,9.52e-07,4.76335546808433
953,9.53e-07,4.76314370745467
954,9.54e-07,4.76293216020138
955,9.55e-07,4.76272082588545
956,9.56e-07,4.7625097040692
957,9.57e-07,4.76229879431635
958,9.58e-07,4.76208809619192
959,9.59e-07,4.76187760926232
960,9.6e-07,4.76166733309527
961,9.61e-07,4.76145726725985
962,9.62e-07,4.76124741132644
963,9.63e-07,4.76103776486677
964,9.64e-07,4.76082832745386
965,9.65e-07,4.76061909866208
966,9.66e-07,4.76041007806707
967,9.67e-07,4.76020126524581
968,9.68e-07,4.75999265977653
969,9.69e-07,4.75978426123878
970,9.7e-07,4.75957606921341
971,9.71e-07,4.75936808328251
972,9.72e-07,4.75916030302948
973,9.73e-07,4.75895272803898
974,9.74e-07,4.75874535789694
975,9.75e-07,4.75853819219052
976,9.76e-07,4.75833123050817
977,9.77e-07,4.75812447243959
978,9.78e-07,4.7579179175757
979,9.79e-07,4.75771156550867
980,9.8e-07,4.75750541583191
981,9.81e-07,4.75729946814006
982,9.82e-07,4.75709372202897
983,9.83e-07,4.75688817709573
984,9.84e-07,4.75668283293864
985,9.85e-07,4.75647768915719
986,9.86e-07,4.75627274535211
987,9.87e-07,4.75606800112529
988,9.88e-07,4.75586345607984
989,9.89e-07,4.75565910982006
990,9.9e-07,4.75545496195144
991,9.91e-07,4.75525101208063
992,9.92e-07,4.75504725981547
993,9.93e-07,4.75484370476498
994,9.94e-07,4.75464034653933
995,9.95e-07,4.75443718474986
996,9.96e-07,4.75423421900907
997,9.97e-07,4.75403144893061
998,9.98e-07,4.75382887412927
999,9.99e-07,4.75362649422101
1000,1e-06,4.7534243088229
